x,y,z,yaw,pitch,roll,img
16.0,28.0,41.0,-50.489006,-14.763991,26.77045,image01556
12.0,37.0,28.0,-61.331867,12.882175,-13.652645,image01562
28.0,32.0,37.0,-13.100798,-0.8343975,14.065581,image01565
55.0,22.0,28.0,68.21021,-32.62363,-12.205467,image01569
17.0,29.0,38.0,-45.529613,-9.114935,16.687817,image01571
55.0,21.0,20.0,66.90569,-35.595642,-38.606216,image01572
58.0,40.0,38.0,76.78624,22.588898,16.275593,image01573
32.0,31.0,32.0,-0.80098397,-5.101991,-2.9361322,image01574
14.0,31.0,37.0,-54.670105,-4.9805884,13.752265,image01575
34.0,28.0,32.0,3.6549926,-13.061729,-0.3511704,image01576
43.0,28.0,32.0,30.661379,-12.777596,-2.1263554,image01578
7.0,22.0,43.0,-76.247086,-31.962526,30.990877,image01586
55.0,41.0,40.0,68.41035,25.89528,22.623331,image01591
12.0,18.0,47.0,-62.30457,-42.42072,42.311752,image01593
17.0,27.0,33.0,-46.967808,-17.472961,2.1297631,image01598
51.0,26.0,23.0,54.03778,-19.4735,-28.236662,image01602
50.0,36.0,34.0,53.47315,9.783395,5.1971364,image01603
7.0,23.0,43.0,-75.89546,-27.525452,31.014595,image01604
33.0,27.0,33.0,0.38305566,-17.55067,0.823589,image01605
51.0,36.0,29.0,54.247986,10.450945,-11.483156,image01606
54.0,44.0,47.0,63.747807,34.908646,43.398712,image01607
31.0,45.0,35.0,-3.7838206,37.014378,6.184386,image01621
32.0,35.0,34.0,-1.1922708,8.505912,3.5498466,image01622
41.0,30.0,24.0,26.579193,-8.790283,-26.739546,image01623
53.0,31.0,18.0,62.26479,-3.7705376,-43.373386,image01624
32.0,29.0,30.0,-0.30071393,-11.833151,-6.2369127,image01629
43.0,40.0,37.0,31.053516,23.453262,13.05222,image01630
14.0,38.0,27.0,-54.172688,17.101147,-16.285715,image01631
54.0,16.0,20.0,64.45493,-50.333847,-37.743908,image01633
5.0,41.0,25.0,-83.43522,25.789583,-22.060259,image01634
49.0,33.0,31.0,48.801712,0.4047153,-4.6219273,image01639
46.0,34.0,28.0,40.644142,3.6139662,-12.643955,image01641
10.0,30.0,32.0,-66.86975,-6.7633986,-2.0037227,image01642
39.0,26.0,30.0,19.016684,-19.103006,-6.412148,image01643
32.0,38.0,33.0,-0.05466179,15.152177,0.22403976,image01644
38.0,34.0,35.0,17.997192,4.8383794,6.1989937,image01645
38.0,35.0,33.0,15.963346,8.630439,0.79674613,image01646
30.0,30.0,32.0,-8.114589,-6.1577153,-0.9311787,image01647
58.0,52.0,52.0,75.78266,57.922485,59.81256,image01649
55.0,28.0,28.0,68.93745,-13.216317,-14.217928,image01652
18.0,23.0,41.0,-43.64394,-27.478748,24.418627,image01653
34.0,35.0,31.0,3.290722,8.694828,-3.0000415,image01655
57.0,39.0,41.0,74.76137,18.322044,24.56075,image01657
8.0,31.0,23.0,-72.896935,-3.4333425,-27.156548,image01659
59.0,26.0,26.0,80.824234,-18.71281,-20.819366,image01662
22.0,32.0,33.0,-32.936535,-1.5652744,1.1681432,image01670
59.0,5.0,3.0,78.16199,-82.27378,-87.08828,image01671
39.0,27.0,29.0,19.477945,-17.206009,-9.733689,image01675
48.0,40.0,39.0,47.60898,22.04078,18.787182,image01676
17.0,26.0,37.0,-45.168056,-18.787464,13.447306,image01677
48.0,34.0,29.0,46.0965,3.493292,-9.882111,image01682
53.0,22.0,26.0,62.748825,-31.392103,-20.655102,image01686
19.0,36.0,28.0,-40.378525,9.097771,-12.430791,image01688
18.0,27.0,40.0,-42.155495,-15.01503,22.716688,image01690
52.0,24.0,27.0,57.38591,-24.917997,-16.804537,image01691
29.0,31.0,31.0,-10.93819,-3.9167228,-3.7864625,image01693
37.0,36.0,55.0,12.491876,11.482772,66.70072,image01698
57.0,26.0,27.0,72.08919,-18.38212,-17.70289,image01699
11.0,39.0,28.0,-63.643524,19.127071,-14.7820015,image01700
6.0,31.0,35.0,-80.40608,-4.1979113,7.0551805,image01708
14.0,15.0,49.0,-56.855988,-53.182102,50.631145,image01711
53.0,28.0,32.0,62.557182,-12.297767,-1.3490163,image01716
23.0,40.0,26.0,-28.356297,23.762981,-19.952734,image01717
49.0,27.0,28.0,49.053085,-16.078554,-12.83572,image01720
30.0,31.0,35.0,-8.980136,-3.483071,7.963735,image01732
13.0,32.0,33.0,-58.00415,-2.1869066,1.2608579,image01733
57.0,25.0,25.0,73.95278,-22.372541,-23.07355,image01736
48.0,32.0,33.0,45.17725,-0.20096181,1.647017,image01738
17.0,26.0,34.0,-46.59252,-20.780966,4.9002247,image01739
37.0,30.0,27.0,12.94123,-8.717223,-15.9760275,image01744
32.0,24.0,32.0,-2.357825,-25.337786,-0.013349001,image01745
6.0,15.0,54.0,-79.84438,-51.075375,65.21408,image01748
6.0,24.0,45.0,-79.38577,-25.021917,36.79825,image01749
49.0,21.0,20.0,50.062386,-35.426754,-38.447468,image01751
30.0,25.0,25.0,-6.59723,-22.7701,-21.568808,image01762
22.0,35.0,24.0,-31.083426,7.864135,-26.91372,image01763
50.0,26.0,25.0,52.984985,-20.510807,-21.191042,image01764
38.0,30.0,37.0,17.900003,-8.241077,14.405506,image01765
61.0,9.0,6.0,85.514725,-70.10292,-79.05687,image01767
53.0,39.0,42.0,61.604576,18.159737,28.228903,image01769
36.0,34.0,34.0,11.628026,3.1099074,5.013221,image01770
59.0,50.0,50.0,78.962456,53.634697,53.0291,image01773
32.0,29.0,32.0,-0.2590155,-11.3099785,-0.14012341,image01775
20.0,37.0,42.0,-38.669827,12.354146,27.726103,image01780
19.0,33.0,31.0,-41.02958,1.4857352,-3.673605,image01781
57.0,44.0,43.0,73.383064,33.057716,32.1253,image01782
15.0,33.0,25.0,-52.323334,0.009944422,-23.913208,image01783
24.0,25.0,32.0,-25.827736,-22.204098,-1.3491249,image01784
15.0,31.0,31.0,-52.655777,-5.7872343,-5.6997237,image01785
52.0,12.0,16.0,58.50188,-60.54468,-50.00585,image01786
43.0,27.0,23.0,31.066822,-16.947014,-27.945,image01787
58.0,48.0,48.0,77.09813,47.036522,47.215317,image01790
60.0,8.0,8.0,83.69027,-72.239586,-73.57356,image01791
7.0,40.0,23.0,-75.442406,23.856117,-29.565607,image01795
58.0,31.0,31.0,75.03216,-3.387966,-3.9068062,image01796
18.0,26.0,37.0,-43.364838,-19.740854,14.144783,image01797
36.0,29.0,35.0,11.661142,-9.93542,6.4717693,image01798
30.0,31.0,32.0,-7.254812,-5.693315,-2.0262206,image01802
34.0,30.0,29.0,5.026203,-8.915561,-9.151994,image01807
36.0,28.0,31.0,9.24535,-12.6139965,-3.208244,image01808
33.0,29.0,31.0,1.2454629,-11.19068,-3.0909376,image01809
49.0,23.0,27.0,49.5314,-28.598148,-17.186186,image01810
33.0,35.0,30.0,1.1066041,7.171812,-6.2216797,image01811
42.0,27.0,39.0,27.705744,-16.973497,20.84798,image01812
32.0,29.0,34.0,-1.3107175,-9.668165,3.2034194,image01814
8.0,10.0,57.0,-73.858765,-67.28832,72.9245,image01818
56.0,42.0,42.0,69.64553,28.069519,28.092962,image01820
55.0,32.0,36.0,66.2145,-1.9754027,11.572282,image01822
12.0,23.0,47.0,-62.40423,-27.102446,43.238922,image01823
5.0,53.0,8.0,-81.09813,60.34989,-73.370125,image01824
30.0,34.0,35.0,-6.924072,5.099694,6.650439,image01826
33.0,35.0,28.0,1.9715333,6.508654,-13.054066,image01828
9.0,33.0,30.0,-69.823784,0.82229346,-6.4400105,image01829
33.0,30.0,33.0,0.16254532,-7.403202,0.5836434,image01830
33.0,29.0,33.0,1.4714502,-9.886027,0.2528346,image01831
42.0,28.0,27.0,28.266785,-12.679623,-16.590796,image01834
5.0,21.0,43.0,-83.10211,-34.430775,31.62925,image01839
23.0,27.0,38.0,-29.97143,-16.677755,16.50926,image01841
16.0,37.0,27.0,-49.160583,12.900268,-15.073432,image01842
6.0,66.0,-1.0,-79.80684,110.35259,-110.21655,image01845
53.0,26.0,29.0,62.953094,-18.321613,-11.325087,image01846
7.0,47.0,20.0,-76.31735,42.847633,-38.45744,image01847
13.0,26.0,38.0,-57.72503,-20.032131,17.42949,image01850
15.0,28.0,38.0,-52.750587,-13.754011,15.947052,image01851
53.0,30.0,33.0,60.090446,-8.450555,0.31601256,image01852
56.0,32.0,37.0,71.75663,-1.9105945,12.992357,image01853
53.0,26.0,25.0,60.404514,-19.922297,-21.685074,image01854
20.0,25.0,32.0,-38.005917,-21.55391,-0.46603453,image01857
36.0,31.0,30.0,11.319273,-3.905294,-8.1847925,image01860
50.0,24.0,20.0,52.89439,-26.464252,-37.06127,image01867
47.0,27.0,33.0,44.800262,-16.33637,0.426688,image01868
55.0,38.0,31.0,68.85755,15.683651,-4.3076963,image01869
10.0,11.0,59.0,-67.2478,-64.6444,80.2769,image01870
34.0,29.0,26.0,4.2546587,-9.465862,-20.190052,image01873
30.0,26.0,45.0,-8.277245,-18.500122,36.299152,image01874
21.0,36.0,29.0,-35.69933,10.217615,-11.072055,image01878
18.0,32.0,34.0,-42.29928,-2.5237577,5.17902,image01879
15.0,40.0,30.0,-52.724606,21.94723,-8.000011,image01885
34.0,24.0,33.0,4.3356333,-25.909563,1.7831212,image01887
23.0,28.0,32.0,-27.34835,-14.064383,-0.72799385,image01892
28.0,28.0,33.0,-12.151555,-12.48463,2.0576754,image01894
28.0,31.0,32.0,-14.018409,-4.3172812,-1.0554066,image01896
15.0,22.0,41.0,-53.638527,-30.144112,25.00435,image01900
36.0,39.0,36.0,10.011286,18.499395,10.116041,image01901
29.0,42.0,33.0,-9.494753,28.50897,2.5329216,image01902
4.0,66.0,0.0,-85.63713,100.810905,-98.55891,image01916
46.0,26.0,26.0,40.589314,-19.69371,-18.733038,image01918
43.0,31.0,32.0,32.337944,-3.9747407,-2.7212324,image01919
28.0,27.0,38.0,-14.37946,-16.692223,17.999561,image01920
43.0,30.0,28.0,30.882816,-6.2850747,-14.351201,image01921
27.0,30.0,47.0,-16.32095,-6.3438625,42.011154,image01922
31.0,27.0,33.0,-4.584346,-17.880531,1.130353,image01925
19.0,23.0,39.0,-40.679905,-27.149368,18.031206,image01927
27.0,28.0,26.0,-16.402092,-13.006387,-18.458748,image01928
31.0,26.0,31.0,-3.3699,-19.857643,-4.20167,image01932
39.0,27.0,32.0,20.950691,-15.20829,-1.4724528,image01933
26.0,32.0,43.0,-18.006233,-0.97351104,32.968166,image01934
34.0,32.0,32.0,4.6418195,-2.5395072,-2.904325,image01936
23.0,31.0,31.0,-27.327402,-3.9566185,-4.233379,image01938
35.0,24.0,30.0,6.5234823,-24.153154,-6.6587048,image01940
13.0,40.0,25.0,-59.853188,21.302692,-21.105116,image01941
50.0,30.0,30.0,53.729244,-7.88555,-7.751913,image01943
47.0,6.0,5.0,43.294434,-78.66624,-83.74427,image01944
51.0,37.0,28.0,56.19389,12.370299,-14.960995,image01945
21.0,30.0,34.0,-34.868793,-7.8095655,3.8799424,image01947
6.0,9.0,53.0,-79.65425,-70.299835,61.296787,image01950
32.0,33.0,34.0,-2.2589445,1.3980981,5.155871,image01951
42.0,31.0,31.0,27.666006,-3.9029498,-3.9900556,image01952
31.0,28.0,33.0,-4.2798467,-14.592848,0.5136009,image01953
32.0,28.0,32.0,-1.3955057,-14.041593,-1.1998991,image01956
31.0,29.0,33.0,-5.4552073,-11.737562,0.0441725,image01958
42.0,23.0,24.0,27.187704,-28.548378,-25.344503,image01971
34.0,22.0,31.0,3.9233267,-32.385918,-3.6047757,image01973
32.0,29.0,33.0,-1.3285768,-11.796825,0.92568463,image01974
30.0,24.0,32.0,-6.0278344,-24.091461,-2.3582494,image01975
31.0,29.0,31.0,-5.454455,-9.652726,-3.6924055,image01980
25.0,28.0,45.0,-23.029331,-13.334297,37.605347,image01981
43.0,36.0,32.0,30.673542,9.624793,-1.1688908,image01982
37.0,36.0,27.0,13.280349,9.143077,-16.818243,image01983
22.0,30.0,37.0,-31.312029,-7.4621406,12.443724,image01984
5.0,47.0,20.0,-83.30909,42.543686,-38.37833,image01985
24.0,29.0,37.0,-24.295767,-9.568842,12.080968,image01986
26.0,33.0,35.0,-19.618002,1.454949,7.3714833,image01989
38.0,29.0,31.0,17.673407,-9.475208,-5.215452,image01991
34.0,30.0,33.0,4.2576456,-6.368879,0.53767425,image01996
44.0,35.0,36.0,35.968807,8.891452,9.517465,image01997
57.0,-1.0,1.0,74.05011,-99.67956,-94.53884,image02000
27.0,30.0,35.0,-16.346298,-6.9649386,6.3190866,image02011
27.0,30.0,35.0,-17.33383,-7.751222,6.891521,image02012
23.0,33.0,33.0,-29.370459,0.70987505,1.7121854,image02013
38.0,23.0,26.0,16.1306,-27.899055,-19.360306,image02014
53.0,36.0,33.0,61.926586,9.131773,1.8708601,image02015
13.0,26.0,41.0,-57.549465,-18.579582,24.739857,image02016
53.0,34.0,34.0,61.82289,5.569286,4.558108,image02017
34.0,37.0,32.0,3.4664185,14.880744,-0.48453292,image02023
40.0,38.0,29.0,21.648605,16.423544,-10.31606,image02024
36.0,41.0,22.0,9.74876,25.012695,-31.39369,image02026
34.0,44.0,31.0,5.255802,33.23691,-3.3311512,image02027
34.0,36.0,30.0,3.4878864,9.322618,-8.865451,image02028
39.0,40.0,28.0,20.558363,22.983366,-14.845595,image02029
39.0,38.0,28.0,20.803024,15.653094,-14.269395,image02030
31.0,28.0,33.0,-3.6304505,-12.04241,1.9138122,image02031
32.0,29.0,43.0,-2.3394594,-10.841366,30.680742,image02032
30.0,32.0,31.0,-8.874726,-1.6458192,-5.3566303,image02034
33.0,32.0,26.0,1.0649756,-0.37316036,-18.337494,image02035
44.0,31.0,32.0,35.654846,-3.535929,-2.013403,image02036
34.0,26.0,35.0,4.449728,-18.550503,7.4646807,image02037
7.0,56.0,9.0,-77.16158,71.24434,-70.874245,image02038
33.0,29.0,33.0,1.6367882,-10.373616,0.08440994,image02039
36.0,30.0,33.0,11.105721,-7.3588195,2.1573536,image02043
29.0,33.0,39.0,-9.921427,1.9069474,18.055067,image02044
15.0,25.0,37.0,-51.097767,-21.450888,12.232487,image02045
14.0,28.0,37.0,-54.304012,-12.363296,12.766542,image02046
41.0,26.0,41.0,25.867414,-20.988493,25.895779,image02049
10.0,42.0,24.0,-67.85892,27.88369,-26.542982,image02050
38.0,26.0,28.0,16.52137,-19.029919,-12.666217,image02051
39.0,26.0,25.0,20.832355,-20.543215,-23.102257,image02054
6.0,38.0,24.0,-79.38415,16.776588,-25.794502,image02057
14.0,27.0,40.0,-54.675587,-15.080256,21.291971,image02058
37.0,27.0,30.0,12.73768,-15.9714,-6.935782,image02059
14.0,43.0,28.0,-55.789436,32.088802,-13.919976,image02061
46.0,27.0,31.0,40.253265,-15.8744545,-4.502484,image02062
49.0,30.0,27.0,48.403423,-7.694018,-15.222026,image02064
40.0,34.0,39.0,23.699556,4.7042623,18.755665,image02068
33.0,28.0,32.0,1.5482385,-14.439177,-1.8075622,image02069
29.0,28.0,42.0,-10.234593,-13.248624,28.215818,image02071
32.0,28.0,29.0,-0.11630621,-12.095418,-10.912501,image02072
33.0,31.0,30.0,1.491123,-5.5098214,-6.7010107,image02073
47.0,26.0,29.0,42.454197,-20.521626,-11.927892,image02075
34.0,30.0,40.0,4.9922085,-7.928576,23.240604,image02076
36.0,31.0,46.0,10.081896,-4.4683113,40.51155,image02079
33.0,29.0,41.0,0.7512101,-9.382326,24.472237,image02080
25.0,28.0,34.0,-21.619892,-12.912284,4.205478,image02083
55.0,34.0,33.0,67.64887,3.404916,1.8491232,image02085
45.0,36.0,35.0,36.339336,10.011874,6.7711363,image02093
57.0,20.0,21.0,73.112564,-37.828873,-33.043533,image02094
53.0,32.0,35.0,61.451622,-0.5840869,8.987934,image02099
23.0,26.0,36.0,-28.411034,-18.941254,10.538802,image02100
52.0,23.0,28.0,57.153442,-27.95792,-14.164236,image02107
57.0,62.0,60.0,73.07173,88.26097,83.66463,image02108
37.0,32.0,32.0,13.988557,-2.7925172,-1.3036866,image02112
14.0,32.0,33.0,-54.258896,-2.127465,2.7054474,image02114
16.0,26.0,38.0,-49.57226,-20.072464,17.210703,image02116
28.0,29.0,34.0,-13.457857,-9.786561,4.339068,image02117
41.0,28.0,26.0,25.849798,-12.857595,-19.557302,image02121
47.0,24.0,25.0,43.087368,-25.520922,-22.163376,image02122
59.0,28.0,31.0,80.986,-12.452617,-4.7550774,image02124
35.0,25.0,21.0,6.764909,-21.319653,-35.61103,image02125
27.0,30.0,28.0,-15.250252,-8.690183,-12.605005,image02128
39.0,27.0,25.0,19.468918,-17.36885,-23.7963,image02133
17.0,34.0,32.0,-47.489296,4.182989,-0.07958892,image02136
13.0,34.0,33.0,-59.43393,5.1231813,0.289535,image02137
41.0,33.0,34.0,26.131256,1.2409164,3.3958263,image02138
33.0,35.0,35.0,2.4190369,8.681999,7.166253,image02139
31.0,33.0,32.0,-5.050287,0.8718911,-1.2785581,image02142
40.0,31.0,32.0,22.705097,-3.7463613,-2.294711,image02145
28.0,40.0,39.0,-12.967243,22.48644,18.453915,image02147
33.0,33.0,32.0,0.5832399,0.9231469,-1.8013303,image02152
53.0,32.0,33.0,61.46602,-1.2389357,2.868191,image02154
32.0,38.0,33.0,-2.1325138,15.972383,1.9683956,image02156
57.0,34.0,29.0,73.059555,4.8735957,-9.540445,image02157
39.0,31.0,33.0,20.672941,-5.5344367,0.40078604,image02165
50.0,30.0,27.0,53.566177,-6.9174438,-17.242767,image02166
37.0,32.0,34.0,13.917152,-0.99952894,5.262742,image02171
32.0,24.0,33.0,-0.22102368,-24.948208,0.18287815,image02176
33.0,28.0,41.0,2.6368032,-14.120729,24.409058,image02178
50.0,35.0,35.0,53.942394,8.238646,6.400056,image02179
32.0,30.0,32.0,-2.9911785,-7.9783473,-2.6668153,image02183
56.0,13.0,5.0,71.10378,-58.92716,-83.2802,image02190
18.0,28.0,30.0,-42.555374,-13.78423,-7.1464324,image02191
36.0,38.0,28.0,10.021033,17.068985,-13.169887,image02194
28.0,29.0,29.0,-13.369684,-10.250437,-9.839652,image02195
37.0,30.0,29.0,14.278516,-8.513841,-9.365383,image02196
32.0,40.0,29.0,-0.98794216,23.963257,-11.615115,image02197
32.0,26.0,29.0,-2.3355043,-19.701761,-10.471181,image02199
32.0,32.0,33.0,-1.4461453,-2.705323,1.5806017,image02202
41.0,36.0,36.0,26.26648,10.439299,11.385964,image02203
36.0,32.0,29.0,9.568095,-0.73435503,-11.154665,image02208
23.0,29.0,39.0,-27.93141,-9.85375,20.321934,image02209
31.0,28.0,36.0,-3.4768016,-12.766443,9.018121,image02210
25.0,36.0,33.0,-23.898663,9.8374195,2.2226326,image02211
23.0,27.0,37.0,-27.598137,-17.616295,12.453816,image02212
42.0,28.0,25.0,28.386751,-14.015014,-23.249302,image02213
32.0,34.0,6.0,-2.5779014,4.052832,-79.983826,image02214
21.0,28.0,40.0,-35.957542,-14.29518,22.104708,image02215
31.0,25.0,32.0,-4.283054,-22.810379,-1.9628922,image02216
37.0,34.0,28.0,14.267451,5.928407,-12.385501,image02217
31.0,34.0,35.0,-4.5080733,3.5898728,7.31662,image02218
26.0,32.0,37.0,-19.488333,-0.8857847,12.369505,image02219
31.0,33.0,35.0,-3.6223588,2.8108058,8.763926,image02234
14.0,23.0,38.0,-56.33046,-28.329395,16.911306,image02236
26.0,29.0,40.0,-19.439154,-10.927075,23.52666,image02239
23.0,27.0,34.0,-27.60723,-15.018201,3.2267213,image02242
14.0,39.0,23.0,-54.91498,19.855385,-29.836718,image02243
53.0,42.0,47.0,61.275623,28.102375,44.208717,image02244
37.0,30.0,34.0,12.905476,-6.417076,5.522714,image02245
41.0,28.0,33.0,26.994524,-14.941529,0.8189148,image02246
20.0,37.0,35.0,-36.066372,12.9703865,6.3788514,image02247
8.0,39.0,25.0,-72.50177,18.787455,-23.285622,image02249
49.0,40.0,36.0,48.954334,23.41699,10.030815,image02251
52.0,22.0,22.0,59.744137,-30.299917,-31.312315,image02252
31.0,62.0,2.0,-4.157901,87.44027,-90.244316,image02254
32.0,25.0,33.0,-0.33003712,-23.9881,0.85057575,image02256
29.0,33.0,32.0,-10.390616,2.2963262,-0.3517897,image02257
34.0,27.0,28.0,4.945951,-17.06065,-12.785539,image02259
16.0,43.0,22.0,-49.44815,31.603542,-32.179874,image02261
31.0,29.0,31.0,-4.4910297,-10.31702,-4.822158,image02267
52.0,30.0,29.0,59.70955,-8.642232,-9.642372,image02268
31.0,30.0,32.0,-3.8688867,-8.98144,-0.6944807,image02271
14.0,41.0,29.0,-55.775566,24.894398,-11.937423,image02272
42.0,26.0,27.0,29.716282,-18.553204,-17.272509,image02273
49.0,28.0,30.0,49.111706,-12.588545,-8.610527,image02274
49.0,23.0,27.0,50.299206,-28.186182,-17.40084,image02277
59.0,29.0,27.0,79.05922,-11.916226,-17.130018,image02278
26.0,41.0,39.0,-19.000187,24.835964,19.572376,image02282
28.0,33.0,33.0,-14.13718,2.5287318,2.067569,image02283
34.0,30.0,31.0,3.0009806,-8.198703,-3.114319,image02284
39.0,25.0,23.0,19.167677,-21.370878,-29.133621,image02285
33.0,27.0,25.0,1.0319641,-15.67487,-23.745611,image02286
9.0,41.0,27.0,-71.00151,24.196846,-16.621117,image02289
11.0,33.0,34.0,-65.06947,1.6118815,4.165529,image02290
18.0,36.0,29.0,-43.521305,11.925363,-9.335773,image02291
13.0,51.0,15.0,-59.412,55.471817,-53.026985,image02295
14.0,37.0,29.0,-56.68979,13.219577,-10.766753,image02298
54.0,28.0,28.0,64.01712,-12.811918,-12.136762,image02300
31.0,28.0,27.0,-3.905946,-14.694206,-16.961943,image02302
36.0,26.0,31.0,11.485159,-18.063421,-3.9326053,image02307
29.0,28.0,34.0,-9.488527,-13.939147,3.8648543,image02308
55.0,27.0,24.0,66.042435,-15.101333,-24.424683,image02310
33.0,31.0,32.0,2.2733219,-3.4299805,-0.38085204,image02312
30.0,32.0,35.0,-7.7530103,-1.5780853,8.333249,image02313
19.0,33.0,27.0,-40.71456,1.4517847,-17.691875,image02317
7.0,25.0,40.0,-77.35478,-21.020607,22.990696,image02319
34.0,25.0,31.0,3.294716,-22.813404,-4.7930794,image02322
49.0,39.0,37.0,50.18589,18.441547,13.489068,image02327
48.0,29.0,27.0,46.450706,-11.460289,-17.29244,image02329
40.0,29.0,25.0,21.937462,-10.196787,-22.84754,image02332
33.0,27.0,32.0,0.57151836,-17.725782,-2.1563587,image02333
34.0,30.0,32.0,5.1931148,-8.53647,-2.8984547,image02339
29.0,30.0,30.0,-10.632311,-6.7146106,-7.388267,image02340
32.0,29.0,33.0,-2.253081,-9.600698,2.6680775,image02344
34.0,29.0,32.0,4.8894267,-11.399112,-1.1960226,image02345
38.0,30.0,38.0,16.407576,-8.310048,15.554887,image02346
29.0,25.0,35.0,-9.405372,-21.171036,8.642969,image02347
43.0,29.0,31.0,32.915073,-9.541942,-3.1471283,image02351
35.0,29.0,36.0,8.520361,-9.328409,10.382338,image02355
54.0,33.0,33.0,65.793335,0.8167134,0.9918213,image02359
37.0,32.0,31.0,14.336327,-1.5708842,-4.16554,image02362
51.0,35.0,44.0,54.861645,8.334229,33.730534,image02363
53.0,35.0,31.0,61.38345,6.390976,-3.5926018,image02367
12.0,25.0,42.0,-62.90228,-22.473232,28.7082,image02369
35.0,28.0,30.0,7.2453427,-12.308445,-6.7417727,image02370
58.0,14.0,14.0,77.838646,-56.70561,-54.115505,image02373
31.0,30.0,36.0,-3.1572442,-8.513538,10.734582,image02375
46.0,25.0,19.0,40.17858,-22.449743,-39.504097,image02376
47.0,32.0,27.0,42.29817,-1.0245863,-17.145317,image02378
32.0,28.0,33.0,-2.832714,-13.541121,2.4994144,image02379
41.0,29.0,22.0,25.390396,-11.554027,-31.71415,image02381
37.0,33.0,32.0,14.279043,2.0762262,-2.8526807,image02384
41.0,22.0,21.0,26.125616,-30.513163,-33.178806,image02387
13.0,43.0,32.0,-57.36098,31.909504,-2.1402779,image02389
34.0,28.0,35.0,5.533623,-14.314593,7.438871,image02403
42.0,32.0,33.0,29.044888,-1.4326283,0.89144045,image02406
45.0,32.0,36.0,36.63343,-1.5014322,10.069582,image02407
36.0,31.0,30.0,11.719484,-4.08556,-8.98565,image02408
36.0,36.0,35.0,10.042261,10.69522,6.9024324,image02409
32.0,31.0,31.0,-0.47460246,-4.677761,-3.7154355,image02415
56.0,42.0,35.0,71.11876,29.511827,6.536582,image02416
56.0,29.0,30.0,70.89891,-10.32414,-8.707196,image02420
34.0,35.0,34.0,3.6521163,6.6452045,4.429059,image02421
42.0,30.0,27.0,29.548344,-6.0638194,-17.208271,image02422
33.0,26.0,32.0,2.1347017,-20.754847,-0.705738,image02423
33.0,31.0,41.0,2.5890753,-4.279052,25.092684,image02424
38.0,28.0,28.0,17.017714,-13.17492,-13.509386,image02426
32.0,29.0,33.0,-2.8166769,-9.986576,2.7799284,image02428
10.0,27.0,36.0,-68.21233,-16.93485,11.650673,image02432
41.0,28.0,29.0,25.666039,-14.704487,-11.625577,image02434
57.0,45.0,46.0,72.23949,38.94977,41.264698,image02440
5.0,10.0,53.0,-82.70742,-67.4857,62.77155,image02448
6.0,32.0,34.0,-79.89239,-1.8344289,4.8449326,image02449
48.0,38.0,33.0,47.590805,15.6448765,2.6249042,image02450
25.0,31.0,38.0,-23.200415,-4.9124436,15.938011,image02453
31.0,32.0,37.0,-4.818625,-2.817207,13.813911,image02455
37.0,24.0,29.0,14.032126,-24.8441,-10.4930935,image02456
18.0,32.0,35.0,-43.81321,-0.6507557,7.6951447,image02458
32.0,28.0,26.0,-0.2607593,-13.668124,-20.291,image02464
55.0,47.0,47.0,68.28364,43.44278,43.03411,image02470
57.0,49.0,40.0,74.9281,50.449722,23.714424,image02474
55.0,43.0,41.0,67.39973,30.911865,25.165668,image02475
35.0,25.0,28.0,6.5079656,-23.002205,-12.696529,image02479
25.0,30.0,31.0,-22.716429,-8.052167,-5.4064245,image02482
54.0,43.0,37.0,63.899246,31.289919,14.779867,image02485
32.0,27.0,35.0,-1.996809,-15.500623,7.274961,image02488
29.0,32.0,30.0,-10.20543,-0.9098956,-6.372808,image02490
32.0,37.0,31.0,-0.8746555,12.618813,-3.3733406,image02494
9.0,36.0,29.0,-69.50339,10.034583,-9.1758175,image02513
13.0,28.0,37.0,-58.702114,-14.387145,13.183045,image02514
44.0,28.0,30.0,33.125614,-14.741105,-8.9125395,image02517
33.0,30.0,36.0,1.5045935,-8.588263,11.63465,image02518
29.0,36.0,32.0,-11.052704,9.324909,-0.59601724,image02520
56.0,16.0,18.0,70.09318,-49.324596,-44.316185,image02522
17.0,30.0,33.0,-46.684513,-8.714681,2.3607664,image02529
28.0,32.0,33.0,-13.232661,-2.544457,0.7016181,image02530
21.0,30.0,26.0,-34.431416,-8.041322,-19.211859,image02531
10.0,43.0,28.0,-68.565155,31.0967,-12.749181,image02532
49.0,40.0,36.0,50.51013,22.60931,11.536396,image02533
45.0,23.0,17.0,38.782444,-27.264402,-46.335667,image02536
55.0,25.0,17.0,68.747246,-23.783953,-45.202938,image02539
58.0,33.0,36.0,77.06513,1.525921,9.512965,image02540
30.0,29.0,32.0,-7.01841,-10.933455,-2.6859357,image02544
36.0,22.0,30.0,10.968895,-30.968355,-8.814842,image02545
21.0,30.0,29.0,-33.32363,-8.215497,-11.074159,image02547
34.0,31.0,29.0,5.532765,-5.693446,-10.161585,image02548
39.0,31.0,28.0,19.399603,-5.435893,-14.613185,image02550
56.0,31.0,30.0,69.223946,-4.144702,-7.8602767,image02553
39.0,25.0,23.0,19.619707,-22.421152,-27.69083,image02556
22.0,34.0,36.0,-30.21292,5.3110056,9.392389,image02559
33.0,29.0,36.0,2.5232003,-11.131561,11.409887,image02562
34.0,33.0,31.0,4.577022,0.6171457,-3.5446005,image02565
